State,District,Year,Quarter,Registered_Users,App_Open_Count
Arunachal Pradesh,Changlang,2018,4,4036,0
Arunachal Pradesh,Pakke Kessang,2018,4,138,0
Arunachal Pradesh,East Siang,2018,4,4813,0
Arunachal Pradesh,Upper Subansiri,2018,4,1576,0
Arunachal Pradesh,Tawang,2018,4,4085,0
Arunachal Pradesh,Namsai,2018,4,2495,0
Arunachal Pradesh,Lower Subansiri,2019,1,1879,0
Arunachal Pradesh,Tirap,2019,1,2082,0
Arunachal Pradesh,Papum Pare,2019,1,26298,0
Arunachal Pradesh,Anjaw,2019,1,934,0
Arunachal Pradesh,Lower Siang,2019,1,1123,0
Arunachal Pradesh,Dibang Valley,2019,1,211,0
Arunachal Pradesh,West Kameng,2019,1,8115,0
Arunachal Pradesh,Shi Yomi,2019,1,186,0
Arunachal Pradesh,East Kameng,2019,1,876,0
Arunachal Pradesh,Lohit,2019,1,4416,0
Arunachal Pradesh,Lepa Rada,2019,1,710,0
Arunachal Pradesh,Lower Dibang Valley,2019,1,2314,0
Arunachal Pradesh,Longding,2019,1,1152,0
Arunachal Pradesh,West Siang,2019,1,2656,0
Arunachal Pradesh,Kamle,2019,1,141,0
Arunachal Pradesh,Upper Siang,2019,1,1125,0
Arunachal Pradesh,Kurung Kumey,2019,1,385,0
Arunachal Pradesh,Siang,2019,1,651,0
Arunachal Pradesh,Kra Daadi,2019,1,350,0
Arunachal Pradesh,Changlang,2019,1,5210,0
Arunachal Pradesh,Pakke Kessang,2019,1,162,0
Arunachal Pradesh,East Siang,2019,1,5899,0
Arunachal Pradesh,Upper Subansiri,2019,1,1906,0
Arunachal Pradesh,Tawang,2019,1,5023,0
Arunachal Pradesh,Namsai,2019,1,3153,0
Arunachal Pradesh,Lower Subansiri,2019,2,2463,11644
Arunachal Pradesh,Tirap,2019,2,2697,12779
Arunachal Pradesh,Papum Pare,2019,2,32800,163673
Arunachal Pradesh,Anjaw,2019,2,1175,4993
Arunachal Pradesh,Lower Siang,2019,2,1457,7737
Arunachal Pradesh,Dibang Valley,2019,2,241,258
Arunachal Pradesh,West Kameng,2019,2,9782,73944
Arunachal Pradesh,Shi Yomi,2019,2,225,24
Arunachal Pradesh,East Kameng,2019,2,1075,4146
Arunachal Pradesh,Lohit,2019,2,5485,32550
Arunachal Pradesh,Lepa Rada,2019,2,903,4196
Arunachal Pradesh,Lower Dibang Valley,2019,2,2842,12669
Arunachal Pradesh,Longding,2019,2,1420,13256
Arunachal Pradesh,West Siang,2019,2,3393,15972
Arunachal Pradesh,Kamle,2019,2,212,972
Arunachal Pradesh,Upper Siang,2019,2,1372,2710
Arunachal Pradesh,Kurung Kumey,2019,2,481,2171
Arunachal Pradesh,Siang,2019,2,831,3209
Arunachal Pradesh,Kra Daadi,2019,2,440,2639
Arunachal Pradesh,Changlang,2019,2,6884,37725
Arunachal Pradesh,Pakke Kessang,2019,2,211,1237
Arunachal Pradesh,East Siang,2019,2,7319,34596
Arunachal Pradesh,Upper Subansiri,2019,2,2355,9043
Arunachal Pradesh,Tawang,2019,2,5908,32103
Arunachal Pradesh,Namsai,2019,2,3914,18627
Arunachal Pradesh,Lower Subansiri,2019,3,2928,42877
Arunachal Pradesh,Tirap,2019,3,3099,49222
Arunachal Pradesh,Papum Pare,2019,3,38845,582435
Arunachal Pradesh,Anjaw,2019,3,1358,19509
Arunachal Pradesh,Lower Siang,2019,3,1689,25736
Arunachal Pradesh,Dibang Valley,2019,3,271,1436
Arunachal Pradesh,West Kameng,2019,3,11186,260068
Arunachal Pradesh,Shi Yomi,2019,3,239,158
Arunachal Pradesh,East Kameng,2019,3,1304,19974
Arunachal Pradesh,Lohit,2019,3,6421,112322
Arunachal Pradesh,Lepa Rada,2019,3,1064,13695
Arunachal Pradesh,Lower Dibang Valley,2019,3,3398,43057
Arunachal Pradesh,Longding,2019,3,1634,46571
Arunachal Pradesh,West Siang,2019,3,4101,64241
Arunachal Pradesh,Kamle,2019,3,258,3686
Arunachal Pradesh,Upper Siang,2019,3,1486,8960
Arunachal Pradesh,Kurung Kumey,2019,3,572,8396
Arunachal Pradesh,Siang,2019,3,948,13437
Arunachal Pradesh,Kra Daadi,2019,3,524,11363
Arunachal Pradesh,Changlang,2019,3,8145,139098
Arunachal Pradesh,Pakke Kessang,2019,3,244,5099
Arunachal Pradesh,East Siang,2019,3,8571,118071
Arunachal Pradesh,Upper Subansiri,2019,3,2748,35114
Arunachal Pradesh,Tawang,2019,3,6553,114907
Arunachal Pradesh,Namsai,2019,3,4563,72268
Arunachal Pradesh,Lower Subansiri,2019,4,3564,53396
Arunachal Pradesh,Tirap,2019,4,3605,67097
Arunachal Pradesh,Papum Pare,2019,4,44746,670934
Arunachal Pradesh,Anjaw,2019,4,1564,23729
Arunachal Pradesh,Lower Siang,2019,4,1921,28156
Arunachal Pradesh,Dibang Valley,2019,4,289,1738
Arunachal Pradesh,West Kameng,2019,4,12562,313584
Arunachal Pradesh,Shi Yomi,2019,4,266,880
Arunachal Pradesh,East Kameng,2019,4,1623,27850
Arunachal Pradesh,Lohit,2019,4,7386,129353
Arunachal Pradesh,Lepa Rada,2019,4,1263,20798
Arunachal Pradesh,Lower Dibang Valley,2019,4,3944,50034
Arunachal Pradesh,Longding,2019,4,1847,48945
Arunachal Pradesh,West Siang,2019,4,4773,70790
Arunachal Pradesh,Kamle,2019,4,323,5098
Arunachal Pradesh,Upper Siang,2019,4,1804,26060
Arunachal Pradesh,Kurung Kumey,2019,4,653,7904
Arunachal Pradesh,Siang,2019,4,1131,19220
Arunachal Pradesh,Kra Daadi,2019,4,603,13700
Arunachal Pradesh,Changlang,2019,4,9662,152680
Arunachal Pradesh,Pakke Kessang,2019,4,296,5981
Arunachal Pradesh,East Siang,2019,4,9859,132534
Arunachal Pradesh,Upper Subansiri,2019,4,3144,42354
Arunachal Pradesh,Tawang,2019,4,7303,139898
Arunachal Pradesh,Namsai,2019,4,5190,87627
Arunachal Pradesh,Lower Subansiri,2020,1,4351,72887
Arunachal Pradesh,Tirap,2020,1,4261,76554
Arunachal Pradesh,Papum Pare,2020,1,51342,819599
Arunachal Pradesh,Anjaw,2020,1,1747,25453
Arunachal Pradesh,Lower Siang,2020,1,2201,35216
Arunachal Pradesh,Dibang Valley,2020,1,320,2195
Arunachal Pradesh,West Kameng,2020,1,13983,332479
Arunachal Pradesh,Shi Yomi,2020,1,290,989
Arunachal Pradesh,East Kameng,2020,1,1962,37103
Arunachal Pradesh,Lohit,2020,1,8454,159158
Arunachal Pradesh,Lepa Rada,2020,1,1532,28280
Arunachal Pradesh,Lower Dibang Valley,2020,1,4650,71091
Arunachal Pradesh,Longding,2020,1,2201,58817
Arunachal Pradesh,West Siang,2020,1,5757,97255
Arunachal Pradesh,Kamle,2020,1,373,7135
Arunachal Pradesh,Upper Siang,2020,1,2143,37600
Arunachal Pradesh,Kurung Kumey,2020,1,725,11471
Arunachal Pradesh,Siang,2020,1,1390,24530
Arunachal Pradesh,Kra Daadi,2020,1,701,16770
Arunachal Pradesh,Changlang,2020,1,11262,201632
Arunachal Pradesh,Pakke Kessang,2020,1,371,9758
Arunachal Pradesh,East Siang,2020,1,11298,167166
Arunachal Pradesh,Upper Subansiri,2020,1,3675,56522
Arunachal Pradesh,Tawang,2020,1,8048,138728
Arunachal Pradesh,Namsai,2020,1,6029,109933
Arunachal Pradesh,Lower Subansiri,2020,2,5392,108893
Arunachal Pradesh,Tirap,2020,2,5239,114770
Arunachal Pradesh,Papum Pare,2020,2,59968,932769
Arunachal Pradesh,Anjaw,2020,2,1961,34903
Arunachal Pradesh,Lower Siang,2020,2,2644,48738
Arunachal Pradesh,Dibang Valley,2020,2,367,4076
Arunachal Pradesh,West Kameng,2020,2,15766,394250
Arunachal Pradesh,Shi Yomi,2020,2,320,1597
Arunachal Pradesh,East Kameng,2020,2,2506,53112
Arunachal Pradesh,Lohit,2020,2,10154,219948
Arunachal Pradesh,Lepa Rada,2020,2,1890,38098
Arunachal Pradesh,Lower Dibang Valley,2020,2,5782,110670
Arunachal Pradesh,Longding,2020,2,2751,86086
Arunachal Pradesh,West Siang,2020,2,7239,147515
Arunachal Pradesh,Kamle,2020,2,509,11566
Arunachal Pradesh,Upper Siang,2020,2,2552,54123
Arunachal Pradesh,Kurung Kumey,2020,2,834,16738
Arunachal Pradesh,Siang,2020,2,1831,40101
Arunachal Pradesh,Kra Daadi,2020,2,870,25480
Arunachal Pradesh,Changlang,2020,2,14036,293705
Arunachal Pradesh,Pakke Kessang,2020,2,438,13500
Arunachal Pradesh,East Siang,2020,2,13601,235755
Arunachal Pradesh,Upper Subansiri,2020,2,4465,80310
Arunachal Pradesh,Tawang,2020,2,8993,170812
Arunachal Pradesh,Namsai,2020,2,7426,149491
Arunachal Pradesh,Lower Subansiri,2020,3,6456,117359
Arunachal Pradesh,Tirap,2020,3,6119,125437
Arunachal Pradesh,Papum Pare,2020,3,69419,1157730
Arunachal Pradesh,Anjaw,2020,3,2226,42320
Arunachal Pradesh,Lower Siang,2020,3,2983,51520
Arunachal Pradesh,Dibang Valley,2020,3,411,4634
Arunachal Pradesh,West Kameng,2020,3,17636,461190
Arunachal Pradesh,Shi Yomi,2020,3,337,2788
Arunachal Pradesh,East Kameng,2020,3,3169,63062
Arunachal Pradesh,Lohit,2020,3,11755,264444
Arunachal Pradesh,Lepa Rada,2020,3,2304,47233
Arunachal Pradesh,Lower Dibang Valley,2020,3,6799,117752
Arunachal Pradesh,Longding,2020,3,3277,91330
Arunachal Pradesh,West Siang,2020,3,8623,158496
Arunachal Pradesh,Kamle,2020,3,639,12196
Arunachal Pradesh,Upper Siang,2020,3,3011,59246
Arunachal Pradesh,Kurung Kumey,2020,3,1025,18583
Arunachal Pradesh,Siang,2020,3,2225,42723
Arunachal Pradesh,Kra Daadi,2020,3,1026,29126
Arunachal Pradesh,Changlang,2020,3,16385,326045
Arunachal Pradesh,Pakke Kessang,2020,3,508,11721
Arunachal Pradesh,East Siang,2020,3,15921,302165
Arunachal Pradesh,Upper Subansiri,2020,3,5295,106598
Arunachal Pradesh,Tawang,2020,3,9944,224583
Arunachal Pradesh,Namsai,2020,3,8553,165140
Arunachal Pradesh,Lower Subansiri,2020,4,7388,124398
Arunachal Pradesh,Tirap,2020,4,6805,134124
Arunachal Pradesh,Papum Pare,2020,4,77936,1397025
Arunachal Pradesh,Anjaw,2020,4,2485,61121
Arunachal Pradesh,Lower Siang,2020,4,3320,54476
Arunachal Pradesh,Dibang Valley,2020,4,444,7677
Arunachal Pradesh,West Kameng,2020,4,19464,455337
Arunachal Pradesh,Shi Yomi,2020,4,370,5847
Arunachal Pradesh,East Kameng,2020,4,3638,62876
Arunachal Pradesh,Lohit,2020,4,13126,285992
Arunachal Pradesh,Lepa Rada,2020,4,2735,57036
Arunachal Pradesh,Lower Dibang Valley,2020,4,7693,132469
Arunachal Pradesh,Longding,2020,4,3753,87881
Arunachal Pradesh,West Siang,2020,4,9911,180696
Arunachal Pradesh,Kamle,2020,4,745,14866
Arunachal Pradesh,Upper Siang,2020,4,3497,80140
Arunachal Pradesh,Kurung Kumey,2020,4,1173,21168
Arunachal Pradesh,Siang,2020,4,2635,48090
Arunachal Pradesh,Kra Daadi,2020,4,1141,27924
Arunachal Pradesh,Changlang,2020,4,18203,320708
Arunachal Pradesh,Pakke Kessang,2020,4,593,11458
Arunachal Pradesh,East Siang,2020,4,17822,349321
Arunachal Pradesh,Upper Subansiri,2020,4,6069,125505
Arunachal Pradesh,Tawang,2020,4,10909,249095
Arunachal Pradesh,Namsai,2020,4,9437,177437
Arunachal Pradesh,Lower Subansiri,2021,1,8044,136547
Arunachal Pradesh,Tirap,2021,1,7376,136247
Arunachal Pradesh,Papum Pare,2021,1,84715,1553363
Arunachal Pradesh,Anjaw,2021,1,2660,55283
Arunachal Pradesh,Lower Siang,2021,1,3594,61226
Arunachal Pradesh,Dibang Valley,2021,1,478,9538
Arunachal Pradesh,West Kameng,2021,1,21027,483047
Arunachal Pradesh,Shi Yomi,2021,1,390,7228
Arunachal Pradesh,East Kameng,2021,1,3990,69455
Arunachal Pradesh,Lohit,2021,1,14231,295880
Arunachal Pradesh,Lepa Rada,2021,1,3008,68424
Arunachal Pradesh,Lower Dibang Valley,2021,1,8402,145425
Arunachal Pradesh,Longding,2021,1,4117,92482
Arunachal Pradesh,West Siang,2021,1,10836,191242
Arunachal Pradesh,Kamle,2021,1,814,16142
Arunachal Pradesh,Upper Siang,2021,1,3847,87503
Arunachal Pradesh,Kurung Kumey,2021,1,1287,25911
Arunachal Pradesh,Siang,2021,1,2878,56271
Arunachal Pradesh,Kra Daadi,2021,1,1244,30137
Arunachal Pradesh,Changlang,2021,1,19716,344148
Arunachal Pradesh,Pakke Kessang,2021,1,647,14995
Arunachal Pradesh,East Siang,2021,1,19342,363085
Arunachal Pradesh,Upper Subansiri,2021,1,6577,122422
Arunachal Pradesh,Tawang,2021,1,11778,230123
Arunachal Pradesh,Namsai,2021,1,10242,200584
Arunachal Pradesh,Lower Subansiri,2021,2,8685,444426
Arunachal Pradesh,Tirap,2021,2,7955,547430
Arunachal Pradesh,Papum Pare,2021,2,90871,1786163
Arunachal Pradesh,Anjaw,2021,2,2866,174807
Arunachal Pradesh,Lower Siang,2021,2,3872,246789
Arunachal Pradesh,Dibang Valley,2021,2,516,77457
Arunachal Pradesh,West Kameng,2021,2,22625,1490269
Arunachal Pradesh,Shi Yomi,2021,2,430,99619
Arunachal Pradesh,East Kameng,2021,2,4314,221705
Arunachal Pradesh,Lohit,2021,2,15360,1008718
Arunachal Pradesh,Lepa Rada,2021,2,3249,228236
Arunachal Pradesh,Lower Dibang Valley,2021,2,9094,434361
Arunachal Pradesh,Longding,2021,2,4456,495881
Arunachal Pradesh,West Siang,2021,2,11657,467127
Arunachal Pradesh,Kamle,2021,2,883,164726
Arunachal Pradesh,Upper Siang,2021,2,4145,428792
Arunachal Pradesh,Kurung Kumey,2021,2,1398,201782
Arunachal Pradesh,Siang,2021,2,3116,410979
Arunachal Pradesh,Kra Daadi,2021,2,1353,150762
Arunachal Pradesh,Changlang,2021,2,21404,1212334
Arunachal Pradesh,Pakke Kessang,2021,2,702,156638
Arunachal Pradesh,East Siang,2021,2,20817,855042
Arunachal Pradesh,Upper Subansiri,2021,2,7057,293916
Arunachal Pradesh,Tawang,2021,2,12636,830993
Arunachal Pradesh,Namsai,2021,2,11111,596897
Arunachal Pradesh,Lower Subansiri,2021,3,9451,558377
Arunachal Pradesh,Tirap,2021,3,8665,578706
Arunachal Pradesh,Papum Pare,2021,3,97854,2308276
Arunachal Pradesh,Anjaw,2021,3,3099,267726
Arunachal Pradesh,Lower Siang,2021,3,4229,347190
Arunachal Pradesh,Dibang Valley,2021,3,571,113574
Arunachal Pradesh,West Kameng,2021,3,24489,2155265
Arunachal Pradesh,Shi Yomi,2021,3,473,181457
Arunachal Pradesh,East Kameng,2021,3,4671,265900
Arunachal Pradesh,Lohit,2021,3,16680,1408514
Arunachal Pradesh,Lepa Rada,2021,3,3527,264771
Arunachal Pradesh,Lower Dibang Valley,2021,3,9920,581463
Arunachal Pradesh,Longding,2021,3,4890,594284
Arunachal Pradesh,West Siang,2021,3,12616,544772
Arunachal Pradesh,Kamle,2021,3,974,203013
Arunachal Pradesh,Upper Siang,2021,3,4506,556857
Arunachal Pradesh,Kurung Kumey,2021,3,1509,292922
Arunachal Pradesh,Siang,2021,3,3396,433332
Arunachal Pradesh,Kra Daadi,2021,3,1475,179974
Arunachal Pradesh,Changlang,2021,3,23328,1668215
Arunachal Pradesh,Pakke Kessang,2021,3,770,213423
Arunachal Pradesh,East Siang,2021,3,22538,1086775
Arunachal Pradesh,Upper Subansiri,2021,3,7652,375423
Arunachal Pradesh,Tawang,2021,3,13650,1355010
Arunachal Pradesh,Namsai,2021,3,12140,674435
Arunachal Pradesh,Lower Subansiri,2021,4,10187,348485
Arunachal Pradesh,Tirap,2021,4,9331,311867
Arunachal Pradesh,Papum Pare,2021,4,104806,3554385
Arunachal Pradesh,Anjaw,2021,4,3342,125753
Arunachal Pradesh,Lower Siang,2021,4,4550,156209
Arunachal Pradesh,Dibang Valley,2021,4,621,18166
Arunachal Pradesh,West Kameng,2021,4,26237,1160379
Arunachal Pradesh,Shi Yomi,2021,4,498,15201
Arunachal Pradesh,East Kameng,2021,4,5027,153109
Arunachal Pradesh,Lohit,2021,4,17980,728676
Arunachal Pradesh,Lepa Rada,2021,4,3810,168938
Arunachal Pradesh,Lower Dibang Valley,2021,4,10679,341060
Arunachal Pradesh,Longding,2021,4,5345,215529
Arunachal Pradesh,West Siang,2021,4,13555,389171
Arunachal Pradesh,Kamle,2021,4,1069,48042
Arunachal Pradesh,Upper Siang,2021,4,4850,208167
Arunachal Pradesh,Kurung Kumey,2021,4,1633,54213
Arunachal Pradesh,Siang,2021,4,3675,121770
Arunachal Pradesh,Kra Daadi,2021,4,1593,63448
Arunachal Pradesh,Changlang,2021,4,25155,829350
Arunachal Pradesh,Pakke Kessang,2021,4,835,35976
Arunachal Pradesh,East Siang,2021,4,24208,897713
Arunachal Pradesh,Upper Subansiri,2021,4,8201,240330
Arunachal Pradesh,Tawang,2021,4,14665,506240
Arunachal Pradesh,Namsai,2021,4,13092,538118
Arunachal Pradesh,Lower Subansiri,2022,1,10854,1566925
Arunachal Pradesh,Tirap,2022,1,9972,1634844
Arunachal Pradesh,Papum Pare,2022,1,111271,3209286
Arunachal Pradesh,Anjaw,2022,1,3560,640611
Arunachal Pradesh,Lower Siang,2022,1,4882,1085994
Arunachal Pradesh,Dibang Valley,2022,1,656,267633
Arunachal Pradesh,West Kameng,2022,1,27860,4098935
Arunachal Pradesh,Shi Yomi,2022,1,540,230973
Arunachal Pradesh,East Kameng,2022,1,5355,703590
Arunachal Pradesh,Lohit,2022,1,19214,3212352
Arunachal Pradesh,Lepa Rada,2022,1,4049,1182371
Arunachal Pradesh,Lower Dibang Valley,2022,1,11401,1918566
Arunachal Pradesh,Longding,2022,1,5700,1728795
Arunachal Pradesh,West Siang,2022,1,14420,1420049
Arunachal Pradesh,Kamle,2022,1,1144,758412
Arunachal Pradesh,Upper Siang,2022,1,5146,2047229
Arunachal Pradesh,Kurung Kumey,2022,1,1744,845626
Arunachal Pradesh,Siang,2022,1,3942,1227784
Arunachal Pradesh,Kra Daadi,2022,1,1701,720274
Arunachal Pradesh,Changlang,2022,1,26904,4323291
Arunachal Pradesh,Pakke Kessang,2022,1,887,770322
Arunachal Pradesh,East Siang,2022,1,25763,3444101
Arunachal Pradesh,Upper Subansiri,2022,1,8731,921019
Arunachal Pradesh,Tawang,2022,1,15589,1922991
Arunachal Pradesh,Namsai,2022,1,14054,1536586
Arunachal Pradesh,Lower Subansiri,2022,2,11479,1637036
Arunachal Pradesh,Tirap,2022,2,10538,2173316
Arunachal Pradesh,Papum Pare,2022,2,117568,3870115
Arunachal Pradesh,Anjaw,2022,2,3769,942878
Arunachal Pradesh,Lower Siang,2022,2,5161,1296404
Arunachal Pradesh,Dibang Valley,2022,2,701,212502
Arunachal Pradesh,West Kameng,2022,2,29424,5493311
Arunachal Pradesh,Shi Yomi,2022,2,575,197796
Arunachal Pradesh,East Kameng,2022,2,5680,791335
Arunachal Pradesh,Lohit,2022,2,20325,3608724
Arunachal Pradesh,Lepa Rada,2022,2,4265,1110684
Arunachal Pradesh,Lower Dibang Valley,2022,2,12040,2045531
Arunachal Pradesh,Longding,2022,2,6034,1821245
Arunachal Pradesh,West Siang,2022,2,15231,1555876
Arunachal Pradesh,Kamle,2022,2,1210,1066185
Arunachal Pradesh,Upper Siang,2022,2,5440,2396815
Arunachal Pradesh,Kurung Kumey,2022,2,1854,734369
Arunachal Pradesh,Siang,2022,2,4160,1500428
Arunachal Pradesh,Kra Daadi,2022,2,1797,724575
Arunachal Pradesh,Changlang,2022,2,28495,5476741
Arunachal Pradesh,Pakke Kessang,2022,2,945,590302
Arunachal Pradesh,East Siang,2022,2,27240,3704889
Arunachal Pradesh,Upper Subansiri,2022,2,9235,1261876
Arunachal Pradesh,Tawang,2022,2,16475,3393271
Arunachal Pradesh,Namsai,2022,2,14887,2283314
Arunachal Pradesh,Lower Subansiri,2022,3,12085,2475131
Arunachal Pradesh,Tirap,2022,3,11115,2414601
Arunachal Pradesh,Papum Pare,2022,3,124095,4843797
Arunachal Pradesh,Anjaw,2022,3,3966,844043
Arunachal Pradesh,Lower Siang,2022,3,5436,1508192
Arunachal Pradesh,Dibang Valley,2022,3,740,285052
Arunachal Pradesh,West Kameng,2022,3,30964,7334928
Arunachal Pradesh,Shi Yomi,2022,3,598,312490
Arunachal Pradesh,East Kameng,2022,3,5997,1054633
Arunachal Pradesh,Lohit,2022,3,21385,4282624
Arunachal Pradesh,Lepa Rada,2022,3,4510,1208942
Arunachal Pradesh,Lower Dibang Valley,2022,3,12668,2160151
Arunachal Pradesh,Longding,2022,3,6321,2587741
Arunachal Pradesh,West Siang,2022,3,16063,1637984
Arunachal Pradesh,Kamle,2022,3,1262,1335449
Arunachal Pradesh,Upper Siang,2022,3,5690,2257253
Arunachal Pradesh,Kurung Kumey,2022,3,1936,861405
Arunachal Pradesh,Siang,2022,3,4369,1681957
Arunachal Pradesh,Kra Daadi,2022,3,1893,1436202
Arunachal Pradesh,Changlang,2022,3,29965,5703178
Arunachal Pradesh,Pakke Kessang,2022,3,980,1039686
Arunachal Pradesh,East Siang,2022,3,28698,3767855
Arunachal Pradesh,Upper Subansiri,2022,3,9713,1535818
Arunachal Pradesh,Tawang,2022,3,17281,4728673
Arunachal Pradesh,Namsai,2022,3,15642,2424843
Arunachal Pradesh,Lower Subansiri,2022,4,12630,833741
Arunachal Pradesh,Tirap,2022,4,11584,645541
Arunachal Pradesh,Papum Pare,2022,4,130306,6605350
Arunachal Pradesh,Anjaw,2022,4,4105,197829
Arunachal Pradesh,Lower Siang,2022,4,5633,318731
Arunachal Pradesh,Dibang Valley,2022,4,752,15469
Arunachal Pradesh,West Kameng,2022,4,32237,2129051
Arunachal Pradesh,Shi Yomi,2022,4,615,25308
Arunachal Pradesh,East Kameng,2022,4,6307,390756
Arunachal Pradesh,Lohit,2022,4,22359,1441490
Arunachal Pradesh,Lepa Rada,2022,4,4730,345752
Arunachal Pradesh,Lower Dibang Valley,2022,4,13188,799856
Arunachal Pradesh,Longding,2022,4,6590,442997
Arunachal Pradesh,West Siang,2022,4,16816,964082
Arunachal Pradesh,Kamle,2022,4,1301,131540
Arunachal Pradesh,Upper Siang,2022,4,5930,277877
Arunachal Pradesh,Kurung Kumey,2022,4,2008,72926
Arunachal Pradesh,Siang,2022,4,4500,277881
Arunachal Pradesh,Kra Daadi,2022,4,1960,131838
Arunachal Pradesh,Changlang,2022,4,31196,1611653
Arunachal Pradesh,Pakke Kessang,2022,4,1013,72545
Arunachal Pradesh,East Siang,2022,4,30033,1542563
Arunachal Pradesh,Upper Subansiri,2022,4,10189,456906
Arunachal Pradesh,Tawang,2022,4,18003,947132
Arunachal Pradesh,Namsai,2022,4,16322,1096224
Arunachal Pradesh,Lower Subansiri,2023,1,13220,4665893
Arunachal Pradesh,Tirap,2023,1,12127,3510306
Arunachal Pradesh,Papum Pare,2023,1,136357,8066083
Arunachal Pradesh,Anjaw,2023,1,4310,960705
Arunachal Pradesh,Lower Siang,2023,1,5917,2503611
Arunachal Pradesh,Dibang Valley,2023,1,789,332244
Arunachal Pradesh,West Kameng,2023,1,33625,7118752
Arunachal Pradesh,Shi Yomi,2023,1,631,409543
Arunachal Pradesh,East Kameng,2023,1,6598,2956409
Arunachal Pradesh,Lohit,2023,1,23429,5317984
Arunachal Pradesh,Lepa Rada,2023,1,4938,1844736
Arunachal Pradesh,Lower Dibang Valley,2023,1,13811,4586215
Arunachal Pradesh,Longding,2023,1,6882,4261440
Arunachal Pradesh,West Siang,2023,1,17590,2457555
Arunachal Pradesh,Kamle,2023,1,1367,2987329
Arunachal Pradesh,Upper Siang,2023,1,6196,3660864
Arunachal Pradesh,Kurung Kumey,2023,1,2091,1499108
Arunachal Pradesh,Siang,2023,1,4696,2962268
Arunachal Pradesh,Kra Daadi,2023,1,2051,1694622
Arunachal Pradesh,Changlang,2023,1,32646,10230395
Arunachal Pradesh,Pakke Kessang,2023,1,1057,1625393
Arunachal Pradesh,East Siang,2023,1,31416,5195905
Arunachal Pradesh,Upper Subansiri,2023,1,10648,1991047
Arunachal Pradesh,Tawang,2023,1,18817,4341255
Arunachal Pradesh,Namsai,2023,1,17064,3817796
Arunachal Pradesh,Lower Subansiri,2023,2,13816,5009447
Arunachal Pradesh,Tirap,2023,2,12712,3111463
Arunachal Pradesh,Papum Pare,2023,2,141879,8027014
Arunachal Pradesh,Anjaw,2023,2,4513,1212448
Arunachal Pradesh,Lower Siang,2023,2,6218,2625653
Arunachal Pradesh,Dibang Valley,2023,2,829,690610
Arunachal Pradesh,West Kameng,2023,2,35075,12694819
Arunachal Pradesh,Shi Yomi,2023,2,667,554599
Arunachal Pradesh,East Kameng,2023,2,6885,3189496
