State,District,Year,Quarter,Trans_Count,Amount
Arunachal Pradesh,Kamle,2018,2,12,23654.058373191845
Arunachal Pradesh,Upper Siang,2018,2,240,494895.09277159756
Arunachal Pradesh,Tirap,2018,2,1903,3126393.7649546335
Arunachal Pradesh,Papum Pare,2018,2,25363,66520931.20355793
Arunachal Pradesh,Kurung Kumey,2018,2,83,123737.2220411206
Arunachal Pradesh,Anjaw,2018,2,7,7871.020814692305
Arunachal Pradesh,Siang,2018,2,336,740232.6309634304
Arunachal Pradesh,Lower Siang,2018,2,2292,2179451.657976534
Arunachal Pradesh,Kra Daadi,2018,2,247,987135.9959717204
Arunachal Pradesh,Changlang,2018,2,6066,13294258.50337311
Arunachal Pradesh,Pakke Kessang,2018,2,48,58359.57138935899
Arunachal Pradesh,Dibang Valley,2018,2,68,65769.2036735354
Arunachal Pradesh,West Kameng,2018,2,10466,25521321.34140157
Arunachal Pradesh,East Siang,2018,2,6363,15285584.202916935
Arunachal Pradesh,Upper Subansiri,2018,2,1285,2911910.3689207276
Arunachal Pradesh,East Kameng,2018,2,522,1825297.4617279815
Arunachal Pradesh,Lohit,2018,2,6962,20520618.881890118
Arunachal Pradesh,Lepa Rada,2018,2,511,731444.7370576829
Arunachal Pradesh,Tawang,2018,2,5447,13722374.811357912
Arunachal Pradesh,Namsai,2018,2,3230,6271811.327635023
Arunachal Pradesh,Lower Dibang Valley,2018,3,2824,6074558.207066888
Arunachal Pradesh,Lower Subansiri,2018,3,2346,5154231.737357968
Arunachal Pradesh,Longding,2018,3,5288,18327334.050755527
Arunachal Pradesh,West Siang,2018,3,3337,12966152.792519316
Arunachal Pradesh,Kamle,2018,3,93,30504.94301319112
Arunachal Pradesh,Upper Siang,2018,3,250,743956.1055720671
Arunachal Pradesh,Tirap,2018,3,3322,7479257.007852319
Arunachal Pradesh,Papum Pare,2018,3,43282,101080479.2917223
Arunachal Pradesh,Kurung Kumey,2018,3,255,303027.4066451341
Arunachal Pradesh,Anjaw,2018,3,13,95403.67678261214
Arunachal Pradesh,Siang,2018,3,615,2141734.499956036
Arunachal Pradesh,Lower Siang,2018,3,2625,3045590.882295873
Arunachal Pradesh,Kra Daadi,2018,3,436,1606758.4080739785
Arunachal Pradesh,Changlang,2018,3,10162,20494174.949715402
Arunachal Pradesh,Pakke Kessang,2018,3,165,305164.81707575504
Arunachal Pradesh,Dibang Valley,2018,3,29,196466.66696677107
Arunachal Pradesh,West Kameng,2018,3,17026,48528147.45054105
Arunachal Pradesh,East Siang,2018,3,10539,24885270.773230057
Arunachal Pradesh,Upper Subansiri,2018,3,1601,4223297.613673143
Arunachal Pradesh,East Kameng,2018,3,1029,3132863.590645522
Arunachal Pradesh,Lohit,2018,3,11595,32702331.664437763
Arunachal Pradesh,Lepa Rada,2018,3,523,1777602.4370017413
Arunachal Pradesh,Tawang,2018,3,8715,25733824.994109266
Arunachal Pradesh,Namsai,2018,3,5076,10698272.774381302
Arunachal Pradesh,Lower Dibang Valley,2018,4,4227,10951332.393937869
Arunachal Pradesh,Lower Subansiri,2018,4,3735,8884930.591487257
Arunachal Pradesh,Longding,2018,4,6581,22545311.85089966
Arunachal Pradesh,West Siang,2018,4,3813,14013986.244825875
Arunachal Pradesh,Kamle,2018,4,247,361497.05682825705
Arunachal Pradesh,Upper Siang,2018,4,1041,2157332.9473089008
Arunachal Pradesh,Tirap,2018,4,5725,10811742.670586085
Arunachal Pradesh,Papum Pare,2018,4,55224,154875448.20778143
Arunachal Pradesh,Kurung Kumey,2018,4,444,759686.7195777439
Arunachal Pradesh,Anjaw,2018,4,273,495578.19942643447
Arunachal Pradesh,Siang,2018,4,822,2176630.237443937
Arunachal Pradesh,Lower Siang,2018,4,2883,4533291.201383284
Arunachal Pradesh,Kra Daadi,2018,4,750,3254327.442489025
Arunachal Pradesh,Changlang,2018,4,13950,32343047.413952358
Arunachal Pradesh,Pakke Kessang,2018,4,297,462143.5189972004
Arunachal Pradesh,Dibang Valley,2018,4,40,97205.28808666342
Arunachal Pradesh,West Kameng,2018,4,25439,89194886.84322134
Arunachal Pradesh,Shi Yomi,2018,4,61,42483.80153055695
Arunachal Pradesh,East Siang,2018,4,12893,34272134.344916776
Arunachal Pradesh,Upper Subansiri,2018,4,2686,8771042.079749444
Arunachal Pradesh,East Kameng,2018,4,1750,5936855.710462087
Arunachal Pradesh,Lohit,2018,4,14268,40510521.949797615
Arunachal Pradesh,Lepa Rada,2018,4,932,3023578.1893019043
Arunachal Pradesh,Tawang,2018,4,11104,35921510.89403269
Arunachal Pradesh,Namsai,2018,4,7244,17643523.29373534
Arunachal Pradesh,Lower Dibang Valley,2019,1,6314,13738776.18143886
Arunachal Pradesh,Lower Subansiri,2019,1,4994,12615032.122891838
Arunachal Pradesh,Longding,2019,1,7287,25349462.055245366
Arunachal Pradesh,West Siang,2019,1,5921,19426751.301233895
Arunachal Pradesh,Kamle,2019,1,391,725807.1059240355
Arunachal Pradesh,Upper Siang,2019,1,1154,2756678.3077581595
Arunachal Pradesh,Tirap,2019,1,6877,14075747.836402504
Arunachal Pradesh,Papum Pare,2019,1,70941,188556716.3567257
Arunachal Pradesh,Kurung Kumey,2019,1,740,2076644.1215012982
Arunachal Pradesh,Anjaw,2019,1,2116,4643030.795590812
Arunachal Pradesh,Siang,2019,1,1282,2552682.037255951
Arunachal Pradesh,Lower Siang,2019,1,3565,6923301.927893572
Arunachal Pradesh,Kra Daadi,2019,1,1070,3797175.4842446605
Arunachal Pradesh,Changlang,2019,1,17589,40239141.669717625
Arunachal Pradesh,Pakke Kessang,2019,1,545,1682922.8373646357
Arunachal Pradesh,Dibang Valley,2019,1,102,301591.38639926765
Arunachal Pradesh,West Kameng,2019,1,34289,101333633.67604163
Arunachal Pradesh,Shi Yomi,2019,1,19,212989.63045272
Arunachal Pradesh,East Siang,2019,1,15621,39284373.05409969
Arunachal Pradesh,Upper Subansiri,2019,1,3880,14105451.853243299
Arunachal Pradesh,East Kameng,2019,1,2688,9107597.731491327
Arunachal Pradesh,Lohit,2019,1,15896,42834776.778045304
Arunachal Pradesh,Lepa Rada,2019,1,1523,4054526.308789035
Arunachal Pradesh,Tawang,2019,1,13102,39489779.13784294
Arunachal Pradesh,Namsai,2019,1,8600,20065516.616355177
Arunachal Pradesh,Lower Dibang Valley,2019,2,5819,13737167.7479776
Arunachal Pradesh,Lower Subansiri,2019,2,5579,14746949.652010633
Arunachal Pradesh,Longding,2019,2,6744,23464027.892812617
Arunachal Pradesh,West Siang,2019,2,8041,24549832.977181494
Arunachal Pradesh,Kamle,2019,2,414,1136776.6962042823
Arunachal Pradesh,Upper Siang,2019,2,1079,3993676.3296563537
Arunachal Pradesh,Tirap,2019,2,6868,18633793.43372325
Arunachal Pradesh,Papum Pare,2019,2,86433,246640891.34861866
Arunachal Pradesh,Kurung Kumey,2019,2,1427,4036511.9338615797
Arunachal Pradesh,Anjaw,2019,2,2473,5220589.920801567
Arunachal Pradesh,Siang,2019,2,1654,5373179.351887872
Arunachal Pradesh,Lower Siang,2019,2,3791,7075961.239041175
Arunachal Pradesh,Kra Daadi,2019,2,1447,4315353.218765283
Arunachal Pradesh,Changlang,2019,2,18631,48891048.26477764
Arunachal Pradesh,Pakke Kessang,2019,2,687,1750138.0587616218
Arunachal Pradesh,Dibang Valley,2019,2,98,214966.6162180208
Arunachal Pradesh,West Kameng,2019,2,37430,122521180.75595039
Arunachal Pradesh,Shi Yomi,2019,2,13,65209.39364354455
Arunachal Pradesh,East Siang,2019,2,16494,46549881.23941852
Arunachal Pradesh,Upper Subansiri,2019,2,4827,18395806.566284098
Arunachal Pradesh,East Kameng,2019,2,2309,8996397.735290494
Arunachal Pradesh,Lohit,2019,2,18693,48893746.831022196
Arunachal Pradesh,Lepa Rada,2019,2,2108,5045595.906781289
Arunachal Pradesh,Tawang,2019,2,15960,55915834.5871187
Arunachal Pradesh,Namsai,2019,2,9637,22491356.65721929
Arunachal Pradesh,Lower Dibang Valley,2019,3,8405,15177864.63915902
Arunachal Pradesh,Lower Subansiri,2019,3,8828,21059967.49943525
Arunachal Pradesh,Longding,2019,3,10269,26620415.01923828
Arunachal Pradesh,West Siang,2019,3,11889,30014806.816802975
Arunachal Pradesh,Kamle,2019,3,677,968784.5134103607
Arunachal Pradesh,Upper Siang,2019,3,1419,3927440.4417752204
Arunachal Pradesh,Tirap,2019,3,11249,21737827.19336869
Arunachal Pradesh,Papum Pare,2019,3,117940,301518075.7016427
Arunachal Pradesh,Kurung Kumey,2019,3,1579,3674797.099413435
Arunachal Pradesh,Anjaw,2019,3,4230,9665384.074972186
Arunachal Pradesh,Siang,2019,3,2640,6888800.898705382
Arunachal Pradesh,Lower Siang,2019,3,5348,9507511.569068512
Arunachal Pradesh,Kra Daadi,2019,3,2187,5520848.186492377
Arunachal Pradesh,Changlang,2019,3,29218,58354823.443366826
Arunachal Pradesh,Pakke Kessang,2019,3,977,2145842.2925678995
Arunachal Pradesh,Dibang Valley,2019,3,202,675909.9962923382
Arunachal Pradesh,West Kameng,2019,3,53939,147186019.8759076
Arunachal Pradesh,Shi Yomi,2019,3,27,30367.754712275342
Arunachal Pradesh,East Siang,2019,3,22611,58040119.9573143
Arunachal Pradesh,Upper Subansiri,2019,3,7803,22099628.49449406
Arunachal Pradesh,East Kameng,2019,3,3814,10631335.871797245
Arunachal Pradesh,Lohit,2019,3,24505,54539458.21434432
Arunachal Pradesh,Lepa Rada,2019,3,2928,4930337.942058578
Arunachal Pradesh,Tawang,2019,3,24097,72221026.28393415
Arunachal Pradesh,Namsai,2019,3,13453,25507641.015596062
Arunachal Pradesh,Lower Dibang Valley,2019,4,10376,21103089.24170351
Arunachal Pradesh,Lower Subansiri,2019,4,11806,29634357.486805215
Arunachal Pradesh,Longding,2019,4,11018,29245021.393976457
Arunachal Pradesh,West Siang,2019,4,14581,39460255.46641725
Arunachal Pradesh,Kamle,2019,4,999,1620922.3277442688
Arunachal Pradesh,Upper Siang,2019,4,4165,12739585.638734035
Arunachal Pradesh,Tirap,2019,4,16459,38467790.7269052
Arunachal Pradesh,Papum Pare,2019,4,143272,378838002.3434037
Arunachal Pradesh,Kurung Kumey,2019,4,1343,4526789.748638094
Arunachal Pradesh,Anjaw,2019,4,5417,11887950.534618177
Arunachal Pradesh,Siang,2019,4,4756,8833695.424992222
Arunachal Pradesh,Lower Siang,2019,4,6628,11985865.259161524
Arunachal Pradesh,Kra Daadi,2019,4,2830,7804936.327522229
Arunachal Pradesh,Changlang,2019,4,33963,71874990.9639822
Arunachal Pradesh,Pakke Kessang,2019,4,1194,2287739.0120923957
Arunachal Pradesh,Dibang Valley,2019,4,267,1240493.0270471391
Arunachal Pradesh,West Kameng,2019,4,66740,198205637.50055438
Arunachal Pradesh,Shi Yomi,2019,4,232,170772.72677991798
Arunachal Pradesh,East Siang,2019,4,26605,72075285.44344108
Arunachal Pradesh,Upper Subansiri,2019,4,9285,28319761.873849634
Arunachal Pradesh,East Kameng,2019,4,5646,19408662.74847077
Arunachal Pradesh,Lohit,2019,4,29281,67502324.59236205
Arunachal Pradesh,Lepa Rada,2019,4,4245,8888753.875914622
Arunachal Pradesh,Tawang,2019,4,30077,91949243.6071119
Arunachal Pradesh,Namsai,2019,4,18290,32501252.235055383
Arunachal Pradesh,Lower Dibang Valley,2020,1,14400,29552510.9414332
Arunachal Pradesh,Lower Subansiri,2020,1,15770,34273250.7179902
Arunachal Pradesh,Longding,2020,1,13240,35267439.983279385
Arunachal Pradesh,West Siang,2020,1,19728,47929440.73153875
Arunachal Pradesh,Kamle,2020,1,1434,3418975.8263023924
Arunachal Pradesh,Upper Siang,2020,1,7055,17820679.64619372
Arunachal Pradesh,Tirap,2020,1,18369,40877851.79372531
Arunachal Pradesh,Papum Pare,2020,1,180373,457430754.1595316
Arunachal Pradesh,Kurung Kumey,2020,1,2294,5942677.061635139
Arunachal Pradesh,Anjaw,2020,1,5025,12808735.858744403
Arunachal Pradesh,Siang,2020,1,5136,11962344.13711079
Arunachal Pradesh,Lower Siang,2020,1,8047,15520255.403975137
Arunachal Pradesh,Kra Daadi,2020,1,3407,10045462.795181293
Arunachal Pradesh,Changlang,2020,1,43858,93461363.58699805
Arunachal Pradesh,Pakke Kessang,2020,1,2044,3425821.315796173
Arunachal Pradesh,Dibang Valley,2020,1,397,878784.5955219769
Arunachal Pradesh,West Kameng,2020,1,75363,198712422.2374845
Arunachal Pradesh,Shi Yomi,2020,1,117,566189.9936512378
Arunachal Pradesh,East Siang,2020,1,33743,82011539.42531273
Arunachal Pradesh,Upper Subansiri,2020,1,12313,33686711.81345673
Arunachal Pradesh,East Kameng,2020,1,7379,20456070.89377439
Arunachal Pradesh,Lohit,2020,1,36985,83701268.27182505
Arunachal Pradesh,Lepa Rada,2020,1,5721,11137993.767266009
Arunachal Pradesh,Tawang,2020,1,31865,84425193.41571434
Arunachal Pradesh,Namsai,2020,1,23112,46444942.9567038
Arunachal Pradesh,Lower Dibang Valley,2020,2,26234,42360072.526896134
Arunachal Pradesh,Lower Subansiri,2020,2,25703,46133123.517396785
Arunachal Pradesh,Longding,2020,2,20664,54678022.50234371
Arunachal Pradesh,West Siang,2020,2,32777,72790231.05472675
Arunachal Pradesh,Kamle,2020,2,2397,4126243.0778709752
Arunachal Pradesh,Upper Siang,2020,2,10899,28048492.10512026
Arunachal Pradesh,Tirap,2020,2,28830,63497030.840810165
Arunachal Pradesh,Papum Pare,2020,2,221728,535085907.34048563
Arunachal Pradesh,Kurung Kumey,2020,2,3847,11359743.457053192
Arunachal Pradesh,Anjaw,2020,2,7617,18795023.531477228
Arunachal Pradesh,Siang,2020,2,9827,18585670.46796793
Arunachal Pradesh,Lower Siang,2020,2,13321,23571085.32253689
Arunachal Pradesh,Kra Daadi,2020,2,5264,15730996.227462547
Arunachal Pradesh,Changlang,2020,2,69279,128572447.99797386
Arunachal Pradesh,Pakke Kessang,2020,2,3558,4635272.064395212
Arunachal Pradesh,Dibang Valley,2020,2,966,2559724.8369189673
Arunachal Pradesh,West Kameng,2020,2,95421,251395972.22505817
Arunachal Pradesh,Shi Yomi,2020,2,302,1222863.4358782358
Arunachal Pradesh,East Siang,2020,2,55680,112693868.8099896
Arunachal Pradesh,Upper Subansiri,2020,2,18056,43140688.970285244
Arunachal Pradesh,East Kameng,2020,2,11791,40506284.272980645
Arunachal Pradesh,Lohit,2020,2,56541,114730675.47714493
Arunachal Pradesh,Lepa Rada,2020,2,8601,16064862.366431037
Arunachal Pradesh,Tawang,2020,2,44499,121561732.24171817
Arunachal Pradesh,Namsai,2020,2,34972,54870798.31404532
Arunachal Pradesh,Lower Dibang Valley,2020,3,27655,63469161.328603886
Arunachal Pradesh,Lower Subansiri,2020,3,26596,59707234.22223007
Arunachal Pradesh,Longding,2020,3,21445,63273209.984560445
Arunachal Pradesh,West Siang,2020,3,34295,92449732.96070345
Arunachal Pradesh,Kamle,2020,3,2618,5300885.9328534985
Arunachal Pradesh,Upper Siang,2020,3,12707,40210852.98915006
Arunachal Pradesh,Tirap,2020,3,30046,81539831.5295825
Arunachal Pradesh,Papum Pare,2020,3,298350,859373863.7202578
Arunachal Pradesh,Kurung Kumey,2020,3,4391,13864822.733226534
Arunachal Pradesh,Anjaw,2020,3,9751,31524690.460289024
Arunachal Pradesh,Siang,2020,3,10489,21236201.531454768
Arunachal Pradesh,Lower Siang,2020,3,12456,28754627.349573277
Arunachal Pradesh,Kra Daadi,2020,3,5676,16181045.612635879
Arunachal Pradesh,Changlang,2020,3,73842,159158438.92541084
Arunachal Pradesh,Pakke Kessang,2020,3,3469,6301715.335375749
Arunachal Pradesh,Dibang Valley,2020,3,899,3061207.2925078664
Arunachal Pradesh,West Kameng,2020,3,111029,332812237.8096209
Arunachal Pradesh,Shi Yomi,2020,3,521,3410288.130911609
Arunachal Pradesh,East Siang,2020,3,69710,176323789.94437826
Arunachal Pradesh,Upper Subansiri,2020,3,24387,70811197.57521853
Arunachal Pradesh,East Kameng,2020,3,13421,43881134.37096395
Arunachal Pradesh,Lohit,2020,3,65889,156523653.1864311
Arunachal Pradesh,Lepa Rada,2020,3,10150,22146313.373236045
Arunachal Pradesh,Tawang,2020,3,56016,182137862.72423625
Arunachal Pradesh,Namsai,2020,3,37019,76484566.53480485
Arunachal Pradesh,Lower Dibang Valley,2020,4,33455,81929299.56817816
Arunachal Pradesh,Lower Subansiri,2020,4,31411,97681186.89595497
Arunachal Pradesh,Longding,2020,4,26089,74890543.91561158
Arunachal Pradesh,West Siang,2020,4,45207,125118193.0493962
Arunachal Pradesh,Kamle,2020,4,3611,10000596.409396999
Arunachal Pradesh,Upper Siang,2020,4,19943,78146755.88828371
Arunachal Pradesh,Tirap,2020,4,36124,104709589.6601958
Arunachal Pradesh,Papum Pare,2020,4,390528,1205917753.7046227
Arunachal Pradesh,Kurung Kumey,2020,4,4581,17134470.4444281
Arunachal Pradesh,Anjaw,2020,4,17228,49318880.51759694
Arunachal Pradesh,Siang,2020,4,12962,32619173.238261122
Arunachal Pradesh,Lower Siang,2020,4,14782,33891568.64514145
Arunachal Pradesh,Kra Daadi,2020,4,7619,30458774.811469436
Arunachal Pradesh,Changlang,2020,4,84852,204367875.07299304
Arunachal Pradesh,Pakke Kessang,2020,4,3064,7503555.503947843
Arunachal Pradesh,Dibang Valley,2020,4,1705,6749773.196253154
Arunachal Pradesh,West Kameng,2020,4,129575,390436113.7366377
Arunachal Pradesh,Shi Yomi,2020,4,1103,6627025.636333689
Arunachal Pradesh,East Siang,2020,4,88632,250515095.18896666
Arunachal Pradesh,Upper Subansiri,2020,4,31426,109405900.7987589
Arunachal Pradesh,East Kameng,2020,4,16340,64104581.33887266
Arunachal Pradesh,Lohit,2020,4,80530,196997836.79933694
Arunachal Pradesh,Lepa Rada,2020,4,14338,39340491.723573
Arunachal Pradesh,Tawang,2020,4,67262,240482254.58453605
Arunachal Pradesh,Namsai,2020,4,46762,111916731.51687588
Arunachal Pradesh,Lower Dibang Valley,2021,1,32427,90709108.52350861
Arunachal Pradesh,Lower Subansiri,2021,1,29916,106591162.96103427
Arunachal Pradesh,Longding,2021,1,23962,75573420.97022958
Arunachal Pradesh,West Siang,2021,1,42575,138700637.29161483
Arunachal Pradesh,Kamle,2021,1,3092,11023767.702559106
Arunachal Pradesh,Upper Siang,2021,1,21312,73026286.55263102
Arunachal Pradesh,Tirap,2021,1,32043,110593517.1462319
Arunachal Pradesh,Papum Pare,2021,1,419891,1388723426.7156572
Arunachal Pradesh,Kurung Kumey,2021,1,4962,22483754.80073421
Arunachal Pradesh,Anjaw,2021,1,12823,38844865.55268997
Arunachal Pradesh,Siang,2021,1,13679,42644184.41156319
Arunachal Pradesh,Lower Siang,2021,1,13231,37929392.80129131
Arunachal Pradesh,Kra Daadi,2021,1,6393,24326518.988243874
Arunachal Pradesh,Changlang,2021,1,78849,220167765.51868472
Arunachal Pradesh,Pakke Kessang,2021,1,3563,8146941.7919960935
Arunachal Pradesh,Dibang Valley,2021,1,1930,7949867.973505622
Arunachal Pradesh,West Kameng,2021,1,120906,384735272.8434415
Arunachal Pradesh,Shi Yomi,2021,1,1251,6905518.17317189
Arunachal Pradesh,East Siang,2021,1,82357,253988360.79783517
Arunachal Pradesh,Upper Subansiri,2021,1,28053,116973014.48753676
Arunachal Pradesh,East Kameng,2021,1,16281,77915774.21328105
Arunachal Pradesh,Lohit,2021,1,72380,198534806.934188
Arunachal Pradesh,Lepa Rada,2021,1,15690,52794992.77695303
Arunachal Pradesh,Tawang,2021,1,54137,207859088.41115895
Arunachal Pradesh,Namsai,2021,1,45753,116637630.67690115
Arunachal Pradesh,Lower Dibang Valley,2021,2,42091,105552358.12192997
Arunachal Pradesh,Lower Subansiri,2021,2,40081,120717472.89200453
Arunachal Pradesh,Longding,2021,2,31640,96566640.5347223
Arunachal Pradesh,West Siang,2021,2,59341,180700138.79997098
Arunachal Pradesh,Kamle,2021,2,5476,17345427.03524171
Arunachal Pradesh,Upper Siang,2021,2,25971,89455180.0696969
Arunachal Pradesh,Tirap,2021,2,46320,144548683.3225929
Arunachal Pradesh,Papum Pare,2021,2,552953,1501062555.477559
Arunachal Pradesh,Kurung Kumey,2021,2,6623,27396796.623303153
Arunachal Pradesh,Anjaw,2021,2,15311,43475744.23676274
Arunachal Pradesh,Siang,2021,2,17032,52687221.42695154
Arunachal Pradesh,Lower Siang,2021,2,17401,45499278.56988002
Arunachal Pradesh,Kra Daadi,2021,2,8758,35998227.60012327
Arunachal Pradesh,Changlang,2021,2,105461,264031910.34894213
Arunachal Pradesh,Pakke Kessang,2021,2,4424,13097426.072373278
Arunachal Pradesh,Dibang Valley,2021,2,1995,9465919.622553768
Arunachal Pradesh,West Kameng,2021,2,164866,482626617.86575466
Arunachal Pradesh,Shi Yomi,2021,2,2135,12166777.18507706
Arunachal Pradesh,East Siang,2021,2,106787,286839106.4541313
Arunachal Pradesh,Upper Subansiri,2021,2,35856,131912938.7628825
Arunachal Pradesh,East Kameng,2021,2,22015,95352007.56231916
Arunachal Pradesh,Lohit,2021,2,99686,230495504.2475701
Arunachal Pradesh,Lepa Rada,2021,2,21273,71336743.85611859
Arunachal Pradesh,Tawang,2021,2,70061,251025037.95363936
Arunachal Pradesh,Namsai,2021,2,64781,147069902.3522784
Arunachal Pradesh,Lower Dibang Valley,2021,3,50270,133788746.95473914
